user,level,share
d62d446b-5920-45fe-9287-43d7809329a2,11,False
216ab763-4767-4e7b-99aa-1a30078dd2da,11,False
Chris_runs_philly,10,True
3e8549b8-615d-4025-b63e-90323fcb58b4,11,False
Aslatcher2016,11,False
ariana.alyssa,11,False
ARH3304,11,False
Yelssin,11,False
Sheloves2run,11,True
FromPregnantToMarathon,11,False
Boydster519,11,True
CBodels,11,False
Danashea,11,False
Ddobbs1187,11,True
Abarton2010,11,False
heanic78,11,False
JenRunsMaine,11,False
e7bcfef6-3f2e-4650-9d27-8e2f51f5b0d7,11,False
VaultdwellerJill,11,False
joelpalmer,11,False
CoachKennyMo,11,False
Libbyrens,11,False
lilliannemass,11,False
Magnatnic,11,False
2a31b129-d746-43c8-a057-8212ca56f55c,11,True
pseudocajun,11,False
RVAbobby,11,False
runnergirl728,11,False
RoxboroughRunner,11,False
55ac7f94-ac85-429c-9164-ec135e83c52c,11,True
Delrdrunner,11,False
Spiderblues,11,False
Tunderholmes,11,False
VicMais,11,False
bamr_jenn,11,False
biffalicious,11,False
jkmadd,11,False
jmbienvenue,11,False
jmkline8,11,False
jpapp13,11,True
krisptoria,11,False
logicandlies,11,False
mommyof2princesses1,11,False
vierley,11,False
Desiree_Runs71,11,False
DannyWilson1,10,True
7a401a40-a87d-42d0-adb8-db7a14f4e73b,11,True
andreakarmouche,11,True
Ann143,11,False
SimplyAshez,11,True
Astraval,11,True
bethany.ericksen,11,False
carmellewis,11,False
Carmen_Brower,11,False
runhappy72,11,False
bcdevers,11,False
run_happy_dani,11,False
MissRabbitRunner,11,False
EliaSwaggy,11,True
erinpropst,11,False
Skibum9994,11,True
gpollici,11,False
HSchultz1,11,False
7138b612-b3d5-4ec1-9231-dfca0bca0b52,11,False
Jen.Jenni.Jennifer,11,False
9fbacfe0-84b2-4924-a094-913dd76372bd,11,True
Kristykay345,11,False
Ladynicking,11,False
runstruck11,11,False
LaurenSalad,11,False
matildevs,11,False
MaxStewers,11,False
meganrose625,11,False
MichaelEspinozaUribe,11,False
Runnermommy2008,11,False
Nurserunner2,11,False
organicrunnermom,11,False
LittleRockFitness,11,True
RuralMainerunner,11,False
MargretL,11,False
thalverson23,11,False
TheFitRN,11,False
danielj1974,11,False
maddy1969,11,False
radracer129,11,False
runliftyoga,11,True
vegancailia,11,True
dlawrence55,10,False
hooper_dm,10,True
EZ_ED_,10,True
6ecaa52c-5305-4f85-a12e-e5777b035da0,0,True
alfredo814,0,False
Adela11,3,False
AnnaLottmann,4,False
AnaLacrosse,5,False
Bau13,6,True
Nikous21,10,False
Helena2004,11,False
02d7349a-4eb0-45c1-8928-eff39b461c08,11,False
Jana7099,11,False
Lucie_GC,11,False
MajdaKo,11,False
82a18096-48f7-4316-b307-1a46af8fc652,11,False
c68f43b6-5857-427c-9188-63ccb50b541c,11,False
06efdf0b-3f8f-4979-9125-b2633af3128a,8,False
Ljungberg17,9,True
0bc01a4a-e4e6-42f8-a218-5b04c2779baa,0,False
Indy-CZE,0,False
zitmen,1,False
Koptik12,0,False
radek.cerny,0,False
marhasx,0,True
MichalValdhans,10,False
b9c26a06-6df1-4cad-aa8f-605d50222d25,11,False
1c5d8303-d146-4a4d-add8-3d0efdf009c7,11,False
Sacarabeus,11,False
8351fdab-f30e-4c0b-8344-f9ebe121ab00,9,False
Kolombo69,10,False
1e61cd73-0cdf-4e09-a213-2e61f9331953,11,False
Lukash2299,11,False
Martintrener1,11,False
MiRoCZ73,11,False
695811ca-92ce-4190-96b2-de2533c5435c,11,False
Petise,11,True
araska,11,False
yvetah,11,False
petr.paulin,9,False
1Rafaello,11,False
548325e8-cef4-42fa-bd68-41234fff0798,11,False
Krisstofstu,11,False
f9944f37-d2f7-4d3f-a3bd-1cdec3a3d507,11,False
marek_nowak,11,False
c74c124b-7d27-4960-a7ba-bd26ea16006c,11,True
er_tr,11,False
200032c7-c69d-4116-b712-027f2e6bd449,11,False
ewcia1975,11,True
LenkaHlouskova,11,True
Martin_Stehlik,11,False
Michal21,11,False
71d7aac9-9168-4264-bb99-5e742e1c9719,11,False
Nelca_E.,11,False
66edd05c-3402-4336-8b02-4657fa5e9d0d,11,True
0de83125-df86-4fc2-bebc-ec855c52ab1d,0,True
dj_hroch,1,False
agad73,2,False
157eb64e-ee4f-4708-baf2-4015abf9cb23,3,False
0747fddb-4dd2-4adf-8596-5a38521711b3,4,False
bersap,4,False
CezaryChrapek,4,False
Domnvito007,5,True
laciaty,6,True
GRACJAN,7,False
Wewiorek,8,False
Patryk_Wewior,9,False
EvgenyKobernyak,8,False
karbon1995,8,True
Mrowek97,9,True
kajaaa98,10,False
ee7cd854-6dcd-4f5b-b231-75b1fb7ab7a4,11,True
Ochos,11,False
Piotrek_Sobierajski,11,True
kolarzyq,10,False
paschu1,11,False
Jakub_Hercog,11,True
KubaSmieszek,11,True
Norbert_Smieszek,11,True
zaleees,11,True
Tarnovia,11,False
wojsyk94,11,True
kondziu2222,11,False
michal_malecki,11,False
pawelc86,11,False
wojtekwil,11,False
Borys16,9,False
FNCjoker,9,True
Joachim_Makowski,10,False
KrystianRuta.,11,True
MarcelMusielak,11,False
boro754,11,True
michalm353,11,True
obserwator,10,False
.asia.,11,False
ratajczak_artur,11,False
Korczi,9,False
dzikus095,10,False
nataliaradzicka,10,True
ZetDe,9,False
PETEbaker,10,False
ALEXZNINSKI,11,True
AdamusWaw,11,False
d801d1d1-1137-404e-b1a0-c9900ca74b78,11,False
Artur2705,11,False
Cinek1983,11,True
DoCelu,11,False
J.Skiba,11,False
Jaclaw,11,False
jarek.isk,11,True
bd0d5a8a-689a-48e4-b716-7d421e63c7f0,11,False
Krystian.b,11,False
b4cb87af-1cdd-46e1-bdb8-74f1978f2eb5,11,False
lts.rider,11,False
PatrykGARMIN,11,True
Siebert,11,False
PiotrekWaw,11,False
radek01,11,True
radek_kozal,11,True
RyszardZurowski,11,False
Lazi,11,True
tombarcz,11,False
TomekS80,11,True
SebastianRatajczak,10,False
Marian1965,11,False
olucha82,11,False
WojtekZet,11,True
Kafi_,10,False
mimci,11,False
szymon9422,8,False
skrzekus,9,True
Grzechu.,7,False
Bartoszewski,8,False
bobo1001,8,True
ada0301,11,True
iamnajs,11,False
JakubK,11,False
KacperAdamTriathlon,11,True
Maciej_Lehmann,11,False
Maciej811,11,False
PatronNT,11,False
Nuter007,11,False
Olgierd_Molata,11,True
Robert_zmudzin,11,True
Ryszard.Chyzy,11,False
Emocjonalia,11,True
slawekk2,11,True
5df20df1-ca21-4ce8-8622-1de8411b5251,11,True
gajc,11,False
killernt,11,True
tapiriik-sync-two-hills,10,True
Daniel7733,9,False
Akwamaryna,10,False
oski95,11,False
mamuska1208,11,False
orange0,11,False
Bogdan.Czarnota,10,False
gocor,11,False
Adryan8,11,False
ooolosss,11,False
olapodgorska,11,False
ArekMirek,11,False
68e7489c-aa99-46a5-8aaf-b631203a8e56,11,False
thefix1,11,True
GARY_SC,11,False
bartoszmtb,11,False
b.janowski,11,True
c5a1a795-4c47-40ad-aafd-fe89903ebe2d,11,False
9aafc332-1733-481c-b623-e5ea8b269ead,11,False
Mazizg,11,False
jobitko,11,True
Jakub_Obitko,11,True
aac5e554-e14e-4b31-b870-ce9d0cfce098,11,False
jb_edge810,11,False
jjxxx,11,False
966665c7-0d05-4d59-8546-996c1c715655,11,True
siganek,11,True
kromanowski,11,False
karol_Tokarczyk2,11,False
38bdb1ec-ddd8-458c-974b-9b73510a4be8,11,False
5d651eea-0f05-4e88-a2a5-6d0533ac1507,11,False
KlaudiaBajolek,11,True
loopeko,11,False
Maciej.Czerwinski,11,False
stepien.bike,11,False
b0d6f6bb-c3a5-4996-8b9e-bbf376b4dbe5,11,False
mar_bar,11,True
marek_xtr,11,False
Mariusz_MC,11,False
mmazurki,11,False
michal.ficek,11,False
Mi_Siek,11,False
Nikolaamiezio,11,True
musiek91,11,False
sebcho1987,11,False
1e8e9670-98df-40a4-9622-e8985c3257de,11,False
ullu77,11,False
kallinasowka,11,False
pbrudnicki,11,True
reban1,11,False
stiva96,11,False
lukasz.krzyszczak,11,False
irekbialek,10,True
BartekCyklista,11,True
Bartek_Sarbak,11,False
BoguszewskiLukasz,11,False
Filip.P,11,True
Piotrek-82,11,False
Arturnicomeble,11,False
tapiriik-sync-bjorkdale,11,True
jocker163,11,False
tapiriik-sync-winnipegosis,9,True
1dca4f56-0133-4ef1-a2ee-29ddce6fc33e,8,False
elvirka,11,True
eeff6d42-f136-40b5-b38e-893a4007f5d1,11,False
Jahu72,11,False
brzuszek87,11,False
mschmidt80,11,False
HAREK,11,False
Owiec,11,False
lukaszkrakowiak,11,True
Dindol,11,False
Mikala,11,False
piotr.zawalkiewicz,11,False
mariannatrzeciak,11,False
tulipan5,10,True
aganista,11,False
911d134c-6028-4845-b3bf-60f637bf8aae,11,True
wielebny_zary,11,True
Cho_Dor,11,True
3f9a42cf-6ecd-49de-87e9-2943eaafdb94,11,False
Marcin_Kul,11,False
gieras_mg,11,False
ac119979-d095-4351-b458-7aabedfb780e,11,False
fdb8e72b-14a2-47e3-8134-c76e9b1b593a,11,True
b7042116-d1da-42b4-8b60-6f547d0651bd,11,False
c098112e-e915-4617-9028-792771806641,11,False
olka88,11,False
kostaschrono,11,False
pose-running.pl,11,False
pawelmichalewski,11,True
macjaclew,11,False
5424a29b-6f12-4be9-97dd-5759dae55ec5,11,False
Michalbww,11,False
r0bak,11,False
holan_triathlon,11,False
kozikowski,11,False
grabeek,11,False
AniaJachimowska,10,False
Asiulka223,10,False
baarteeq,10,False
11f30cf0-e70d-4384-8db8-9364a8ac9134,11,False
Marian1982PL,11,False
Marlena777,11,False
Ralphx,11,False
Bugi_82,11,False
Gapa87,11,False
579ddb6b-924f-4c1f-b411-1f9d0279de65,11,False
KasiaQ,11,False
034f2b9b-d84d-4374-9593-fd397ce2e4f0,11,True
b4d8906c-c34c-4104-bf8a-6feb6c15d7c6,11,False
PiotrOleszak,11,True
Rutka,11,False
gosia88,11,False
johnson.wp,11,False
nowika,11,False
BartekWisniewski,11,True
iwona_d2,11,False
85Karolina,11,False
Magdalisewska,11,False
marzenak-p,11,False
KE_PI,11,False
wojtekwisniewski,11,True
Chudyhonda,10,False
diki04,10,False
Agnieszka...,11,True
Jedliniak,11,False
Dagires,11,True
Darequ,11,True
GRAAND74,11,False
kgharemza,11,False
Lukasz_Dudek,11,True
dudixx,11,False
MonikaWolna,11,True
48603d73-f060-43e6-ba43-201c78133d9a,11,False
1980laurav,11,True
AdamSlater,0,False
camal1988,0,True
5983295d-c405-4df8-8894-dbbd25b1c4a6,3,True
1aa8faf3-e521-46dc-b986-3c9b244ac2b0,5,False
alicia.9,5,False
Jipo86,4,True
anthonystadelmann,5,False
popeye2988,6,False
Brendaan,7,False
Blou1Mel,8,False
francoisbesnard,8,False
fthomas_fr,9,False
Manu_Gaultier,9,True
megeseb,10,False
vrignaudpauvers,11,False
cedricquillet,9,False
8bb37d63-32f4-4297-a942-9d1f22293815,10,False
BenjESAngers,10,False
boutinmatth,10,True
jeremymy,11,False
goupil49,11,False
RPaul49,11,False
LaurenceRunning,11,False
fabien.chartoire,10,False
Fyls,11,False
matiwoj,11,False
Regis87,11,False
stephfav,11,False
srenard63,11,False
JulienChartoire,11,True
manu63,11,False
thony61,11,False
seblag,11,False
Kriscoolos,10,False
berruereric,11,False
5174ea63-4344-4d9d-a9e4-a766c0e42382,11,False
Chrisditkiki,11,True
CyrilleDrapeau,11,False
DaivyBrosse,11,True
francoisfontaine,11,False
fredo-juvin,11,False
